City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,ahtari,62.554,24.0619,48.54,52,100,9.15,FI,1683474454
278,luau,-10.7073,22.2247,72.3,55,16,2.1,AO,1683474454
279,tiznit,29.5833,-9.5,79.72,33,1,9.1,MA,1683474454
280,ketchikan,55.3422,-131.6461,48.67,87,75,8.05,US,1683474455
281,labrador city,52.9463,-66.9114,35.51,60,100,12.66,CA,1683474455
282,deschutes river woods,43.9915,-121.3584,42.31,73,75,5.01,US,1683474455
283,nagqu,31.5,92.0,38.08,39,100,2.93,CN,1683474455
284,aykhal,66.0,111.5,5.09,99,98,6.08,RU,1683474455
285,yuncheng,35.0231,110.9928,56.77,62,100,1.9,CN,1683474455
286,trinity beach,-16.7888,145.6968,75.09,84,97,5.75,AU,1683474456
287,la ronge,55.1001,-105.2842,50.22,57,20,6.91,CA,1683474456
288,tehuacan,18.45,-97.3833,78.8,33,0,5.23,MX,1683474456
289,saldanha,-33.0117,17.9442,66.25,85,4,11.12,ZA,1683474457
290,mount airy,36.4993,-80.6073,74.7,55,14,1.99,US,1683474457
291,illizi,26.4833,8.4667,102.0,6,100,15.77,DZ,1683474177
292,fort-shevchenko,44.5086,50.263,65.28,55,81,9.01,KZ,1683474457
293,tari,12.4086,4.4914,107.38,12,80,13.8,NG,1683474457
294,pitea,65.3172,21.4794,44.69,74,100,7.92,SE,1683474458
295,luderitz,-26.6481,15.1594,62.37,65,0,19.28,NA,1683474458
296,nelson bay,-32.7167,152.15,48.99,93,77,18.01,AU,1683474319
297,plesetsk,62.708,40.2916,37.71,67,100,8.28,RU,1683474458
298,mishkino,55.3389,63.9175,48.31,60,34,17.2,RU,1683474458
299,raahe,64.6833,24.4833,48.29,88,100,13.27,FI,1683474458
300,mingora,34.7758,72.3625,56.95,90,90,5.3,PK,1683474459
301,dzhambeyty,50.2536,52.595,53.51,53,87,13.04,KZ,1683474459
302,tamazulapam villa del progreso,17.6806,-97.5689,77.45,28,4,4.12,MX,1683474459
303,sao francisco,-15.9486,-44.8644,93.25,24,0,2.91,BR,1683474459
304,dewas,22.9667,76.0667,86.18,26,13,4.27,IN,1683474459
305,lae,-6.7221,146.9847,77.86,80,95,1.54,PG,1683474460
306,chipinge,-20.1883,32.6236,62.08,60,0,5.64,ZW,1683474460
307,tan-tan,28.438,-11.1032,71.55,68,75,28.77,MA,1683474460
308,esquel,-42.9,-71.3167,47.95,63,23,3.38,AR,1683474460
309,cherykaw,53.5692,31.3793,45.73,49,99,4.97,BY,1683474460
310,clarin,8.2023,123.8582,78.48,84,95,1.86,PH,1683474461
311,qui nhon,13.7667,109.2333,79.72,86,100,7.2,VN,1683474461
312,daru,-9.0763,143.2092,79.75,88,94,14.0,PG,1683474254
313,boysun,38.2061,67.1986,53.96,58,33,5.93,UZ,1683474461
314,rongelap,11.1635,166.8941,81.12,75,98,17.07,MH,1683474461
315,suntar,62.1444,117.6319,19.45,93,64,4.92,RU,1683474461
316,chalus,36.655,51.4204,67.46,83,75,0.0,IR,1683474462
317,salinopolis,-0.6136,-47.3561,85.44,69,39,11.5,BR,1683474462
318,sola,-13.8833,167.55,81.19,77,22,9.93,VU,1683474247
319,rabigh,22.7986,39.0349,85.32,44,99,16.08,SA,1683474462
320,touros,-5.1989,-35.4608,85.57,65,82,15.57,BR,1683474462
321,hoa binh,20.8133,105.3383,81.07,92,100,5.14,VN,1683474462
322,yeppoon,-23.1333,150.7333,67.78,54,94,13.69,AU,1683474463
323,kincardine,56.0667,-3.7167,63.55,79,97,6.24,GB,1683474463
324,skovorodino,53.9833,123.9167,37.13,62,100,11.63,RU,1683474463
325,brumado,-14.2036,-41.6653,88.88,37,1,6.58,BR,1683474463
326,guiyang,26.5833,106.7167,55.89,88,100,11.18,CN,1683474463
327,hadibu,12.65,54.0333,85.26,59,1,6.46,YE,1683474464
328,warrnambool,-38.3833,142.4833,45.34,67,92,14.16,AU,1683474464
329,bonnyville,54.2668,-110.735,49.8,57,64,15.73,CA,1683474464
330,nerchinsk,51.9833,116.5833,40.98,39,71,3.02,RU,1683474465
331,jaunpur,25.7333,82.6833,84.22,15,0,5.32,IN,1683474465
332,juan griego,11.0817,-63.9655,84.58,66,58,12.88,VE,1683474466
333,lib,8.3122,167.3766,81.09,84,79,14.85,MH,1683474466
334,posto fiscal rolim de moura,-13.0833,-62.2667,90.5,52,38,2.3,BR,1683474466
335,travnik,44.2267,17.6706,66.07,72,100,2.24,BA,1683474467
336,queenstown,-31.8976,26.8753,56.57,76,100,9.82,ZA,1683474467
337,ishikawa,26.4233,127.8214,72.34,95,40,13.8,JP,1683474467
338,brooks,50.5834,-111.8851,48.18,90,100,5.75,CA,1683474202
339,mukalla,14.5425,49.1242,84.74,69,9,6.76,YE,1683474468
340,mar del plata,-38.0023,-57.5575,64.94,90,100,10.36,AR,1683474469
341,qamdo,31.1667,97.2333,39.22,35,89,6.78,CN,1683474469
342,vilyuysk,63.7553,121.6247,13.1,95,66,4.34,RU,1683474469
343,malango,-2.9627,119.9001,68.36,98,100,2.1,ID,1683474267
344,narvik,68.4384,17.4272,44.01,91,100,3.71,NO,1683474469
345,pamandzi,-12.7967,45.2794,80.38,83,0,5.75,YT,1683474470
346,alexandria,31.2156,29.9553,69.76,68,40,11.5,EG,1683474368
347,strezhevoy,60.7333,77.5889,60.85,48,100,9.28,RU,1683474470
348,roma,43.2128,-75.4557,69.82,44,37,1.99,US,1683474256
349,williams lake,52.1415,-122.1445,53.06,91,100,6.91,CA,1683474316
350,mount gambier,-37.8333,140.7667,49.3,63,78,6.87,AU,1683474214
351,saint-pierre,-21.3393,55.4781,78.48,73,0,12.66,RE,1683474470
352,suwannaphum,15.6035,103.8021,94.86,44,60,6.46,TH,1683474471
353,haiku-pauwela,20.9219,-156.3051,72.05,72,20,13.8,US,1683474471
354,callaway,30.153,-85.5699,81.99,68,40,11.5,US,1683474471
355,tadine,-21.55,167.8833,75.27,71,55,3.44,NC,1683474471
356,hammerfest,70.6634,23.6821,39.65,75,75,14.97,NO,1683474471
357,buon ma thuot,12.6667,108.05,72.9,93,100,2.68,VN,1683474472
358,miles city,46.4083,-105.8406,50.97,87,100,4.61,US,1683474472
359,manali,13.1667,80.2667,86.09,83,99,7.47,IN,1683474472
360,arroyito,-31.4202,-63.05,70.11,57,20,5.61,AR,1683474472
361,fang,19.9169,99.2145,84.29,44,44,1.88,TH,1683474472
362,san julian,21.0167,-102.1667,75.6,30,7,3.94,MX,1683474472
363,nogliki,51.8333,143.1667,33.44,76,100,5.3,RU,1683474473
364,petropavlovsk-kamchatsky,53.0452,158.6483,32.59,69,75,6.71,RU,1683474473
365,pauini,-7.7136,-66.9764,85.57,70,91,2.59,BR,1683474473
366,isangel,-19.55,169.2667,78.26,73,55,4.47,VU,1683474473
367,ulaangom,49.9811,92.0667,51.19,49,100,6.6,MN,1683474474
368,ust-nera,64.5667,143.2,31.26,84,100,4.94,RU,1683474474
369,karratha,-20.7377,116.8463,77.52,60,66,7.0,AU,1683474189
370,mugumu,-1.85,34.7,65.62,85,86,1.36,TZ,1683474474
371,poronaysk,49.2167,143.1167,36.01,76,34,1.23,RU,1683474474
372,kingston,17.997,-76.7936,86.95,70,20,17.27,JM,1683474219
373,agnibilekrou,7.1344,-3.2047,89.55,50,98,4.5,CI,1683474475
374,mareeba,-17.0,145.4333,70.52,88,83,2.24,AU,1683474475
375,mbuji-mayi,-6.15,23.6,81.63,66,65,4.0,CD,1683474475
376,castiglione del lago,43.1271,12.0453,79.92,54,53,6.2,IT,1683474475
377,petropavl,54.8753,69.1628,70.9,24,79,12.48,KZ,1683474476
378,slavgorod,52.9978,78.6449,68.56,30,0,4.61,RU,1683474476
379,sombrerete,23.6333,-103.65,73.27,27,14,6.69,MX,1683474476
380,barcelos,41.5388,-8.6151,76.91,51,52,12.24,PT,1683474476
381,nizhnyaya poyma,56.1622,97.1933,47.39,53,30,2.3,RU,1683474476
382,crane,31.3974,-102.3501,79.45,56,88,13.02,US,1683474325
383,katabu,-4.9333,122.5167,76.59,95,100,3.98,ID,1683474477
384,ubari,26.5921,12.7805,92.05,11,100,8.72,LY,1683474477
385,glace bay,46.1969,-59.957,60.28,34,75,16.11,CA,1683474477
386,kargopol',61.5071,38.9456,39.51,58,97,6.15,RU,1683474477
387,ailuk,10.2197,169.9797,80.89,83,42,19.1,MH,1683474477
388,viana do castelo,41.6932,-8.8329,65.64,64,50,14.74,PT,1683474415
389,papao,-17.75,-149.55,73.08,71,43,13.33,PF,1683474478
390,luanda,-8.8368,13.2343,87.8,80,40,13.8,AO,1683474478
391,saipan,15.1355,145.701,79.65,100,40,9.22,MP,1683474478
392,la'ie,21.6477,-157.9253,74.1,76,54,8.99,US,1683474478
393,sur,22.5667,59.5289,86.76,47,0,2.33,OM,1683474478
394,cill airne,52.05,-9.5167,59.05,88,100,14.97,IE,1683474479
395,buenaventura,3.8801,-77.0312,88.21,66,100,3.11,CO,1683474479
396,helena valley southeast,46.6153,-111.9216,55.2,67,0,4.61,US,1683474479
397,flying fish cove,-10.4217,105.6791,78.48,94,100,2.3,CX,1683474223
398,longgang,37.6508,120.3286,53.24,68,89,4.81,CN,1683474479
399,alto araguaia,-17.3147,-53.2153,81.91,47,96,8.7,BR,1683474479
400,gadzhiyevo,69.2551,33.3362,35.78,92,97,12.48,RU,1683474480
401,shar'ya,58.3686,45.5144,37.96,56,100,5.5,RU,1683474480
402,tambau,-21.705,-47.2744,79.47,48,55,6.73,BR,1683474389
403,bela,25.9333,81.9833,91.92,13,5,5.77,IN,1683474281
404,kerikeri,-35.2268,173.9474,64.4,96,49,9.26,NZ,1683474480
405,ploneour-lanvern,47.9,-4.2833,61.12,77,100,6.91,FR,1683474481
406,punta arenas,-53.15,-70.9167,50.11,66,75,31.07,CL,1683474394
407,uturoa,-16.7333,-151.4333,81.93,73,99,12.28,PF,1683474481
408,wanning,18.8003,110.3967,79.16,93,100,5.39,CN,1683474481
409,albemarle,35.3501,-80.2001,76.84,64,75,12.66,US,1683474481
410,santiago acutzilapan,19.7833,-99.6833,70.32,34,54,1.59,MX,1683474482
411,weno,7.4515,151.8468,82.35,89,75,5.75,FM,1683474482
412,kindu,-2.95,25.95,79.88,77,86,2.73,CD,1683474482
413,terrace,54.5163,-128.6035,46.31,81,75,9.22,CA,1683474482
414,kirensk,57.7853,108.1119,31.06,96,93,2.93,RU,1683474482
415,corner brook,48.9667,-57.9484,50.16,63,100,7.29,CA,1683474295
416,dunedin,-45.8742,170.5036,54.81,83,99,3.0,NZ,1683474329
417,pundong,-7.9522,110.3486,78.48,83,100,4.14,ID,1683474483
418,metu,8.3,35.5833,63.7,90,92,1.52,ET,1683474483
419,gamba,-2.65,10.0,83.1,77,82,9.64,GA,1683474483
420,buala,-8.145,159.5921,81.1,82,80,2.68,SB,1683474483
421,itoman,26.1247,127.6694,72.37,92,100,20.71,JP,1683474483
422,i-n-salah,27.1935,2.4607,107.08,4,100,11.48,DZ,1683474484
423,yershov,51.3513,48.2766,49.1,45,68,9.71,RU,1683474484
424,tromso,69.6496,18.957,42.82,56,75,11.5,NO,1683474484
425,saudarkrokur,65.7461,-19.6394,48.56,80,86,1.97,IS,1683474207
426,cuenca,-2.8833,-78.9833,68.13,49,20,6.91,EC,1683474239
427,homer,59.6425,-151.5483,39.78,93,100,0.0,US,1683474260
428,goondiwindi,-28.55,150.3167,45.32,48,0,10.92,AU,1683474485
429,ratnagiri,16.9833,73.3,83.12,74,24,10.54,IN,1683474485
430,grafton,42.207,-71.6856,75.83,31,0,9.22,US,1683474485
431,porto novo,6.4965,2.6036,89.42,59,87,8.68,BJ,1683474485
432,saint-philippe,-21.3585,55.7679,78.39,79,70,11.72,RE,1683474485
433,kolonia,50.9333,6.95,67.05,70,20,9.22,DE,1683474336
434,dellys,36.9172,3.9131,66.45,83,95,7.74,DZ,1683474486
435,tralee,52.2704,-9.7026,59.25,88,100,14.97,IE,1683474486
436,maumere,-8.6199,122.2111,80.49,80,77,5.79,ID,1683474486
437,walvis bay,-22.9575,14.5053,67.15,63,0,11.5,NA,1683474241
438,maamba,-17.3667,27.15,72.14,40,0,4.38,ZM,1683474487
439,ponta delgada,37.7333,-25.6667,66.92,94,75,13.8,PT,1683474244
440,priob'ye,62.5206,65.5964,40.23,92,100,14.76,RU,1683474487
441,levuka,50.1834,-105.4011,51.51,58,99,11.23,CA,1683474487
442,seybaplaya,19.65,-90.6667,88.65,53,78,6.44,MX,1683474487
443,sebastopol,44.6,33.5333,55.99,58,100,3.0,UA,1683474488
444,hasaki,35.7333,140.8333,55.8,92,100,3.18,JP,1683474488
445,codrington,-38.2667,141.9667,52.41,64,100,14.34,AU,1683474488
446,terra santa,-2.1042,-56.4869,87.51,66,83,3.69,BR,1683474489
447,al kharj,24.155,47.3346,104.58,11,7,10.07,SA,1683474489
448,poteau,35.0537,-94.6236,82.08,53,40,11.5,US,1683474489
449,hirara,24.8,125.2833,71.87,83,100,19.57,JP,1683474489
450,ouricuri,-7.8825,-40.0817,87.94,36,82,8.14,BR,1683474489
451,swift current,50.2834,-107.8014,52.61,66,40,17.27,CA,1683474354
452,tartagal,-22.5164,-63.8013,67.66,67,92,4.65,AR,1683474490
453,puerto armuelles,8.2833,-82.8667,93.18,61,55,5.95,PA,1683474490
454,jiuquan,39.7432,98.5174,49.5,56,100,8.23,CN,1683474490
455,xilin hot,43.9667,116.0333,50.18,31,20,8.52,CN,1683474490
456,kununurra,-15.7667,128.7333,76.98,38,73,6.91,AU,1683474201
457,la almunia de dona godina,41.4767,-1.3745,80.17,35,44,22.66,ES,1683474491
458,plettenberg bay,-34.0527,23.3716,62.89,79,55,8.08,ZA,1683474491
459,zaysan,47.4667,84.8667,51.53,45,60,4.68,KZ,1683474491
460,wuyang,31.9925,116.2472,62.62,65,100,4.83,CN,1683474491
461,zabaykal'sk,49.6333,117.3167,46.71,41,1,16.04,RU,1683474492
462,ormara,25.2088,64.6357,82.26,80,0,14.67,PK,1683474492
463,benxi,41.2886,123.765,48.52,45,0,1.74,CN,1683474492
464,borogontsy,62.6683,131.1683,26.69,89,71,10.96,RU,1683474217
465,agaro,7.85,36.65,62.89,96,92,3.91,ET,1683474493
466,nadym,65.5333,72.5167,34.18,100,100,8.63,RU,1683474287
467,bikenibeu village,1.3673,173.1241,80.56,89,40,9.22,KI,1683474493
468,mersa matruh,31.3525,27.2453,68.2,73,20,17.27,EG,1683474493
469,ujae,8.9322,165.7642,80.85,83,40,16.75,MH,1683474494
470,polessk,54.862,21.1028,53.65,56,18,8.37,RU,1683474494
471,howrah,22.5892,88.3103,91.4,58,0,9.22,IN,1683474494
472,nouadhibou,20.931,-17.0347,78.78,53,0,19.57,MR,1683474495
473,taichung,24.1469,120.6839,78.48,96,100,11.5,TW,1683474360
474,pandan,14.0453,124.1694,79.93,87,95,4.76,PH,1683474495
475,olyokminsk,60.3736,120.4264,30.22,86,98,7.36,RU,1683474495
476,hanceville,34.0607,-86.7675,78.71,63,24,8.55,US,1683474496
477,vila velha,-20.3297,-40.2925,80.55,78,40,10.36,BR,1683474496
478,al qaryatayn,34.2296,37.2407,62.67,61,96,11.45,SY,1683474496
479,casalbordino-miracoli,42.1535,14.5991,71.98,61,94,4.7,IT,1683474497
480,tuburan,6.6439,122.2736,82.49,79,41,5.79,PH,1683474497
481,nova vicosa,-17.8919,-39.3719,80.83,67,24,10.98,BR,1683474497
482,muisne,0.6,-80.0333,83.84,76,97,5.59,EC,1683474497
483,okondja,-0.6549,13.6753,80.01,82,91,2.15,GA,1683474497
484,fiambala,-27.6871,-67.6149,68.23,21,0,4.54,AR,1683474498
485,jaltenango de la paz,15.9167,-92.7167,84.99,26,86,3.4,MX,1683474498
486,kolokani,13.5728,-8.0339,102.4,18,87,4.43,ML,1683474498
487,callao,-12.0667,-77.15,73.69,78,75,9.22,PE,1683474498
488,bouca,6.5105,18.2733,85.62,51,97,7.67,CF,1683474498
489,novyy urengoy,66.0833,76.6333,32.47,99,100,13.29,RU,1683474478
490,cullman,34.1748,-86.8436,78.1,65,75,10.36,US,1683474362
491,ruidoso,33.3317,-105.673,69.04,15,0,8.05,US,1683474499
492,ta`u,-14.2336,-169.5144,81.95,75,12,9.86,AS,1683474499
493,meadow lake,34.8014,-106.5436,68.22,23,20,10.38,US,1683474499
494,tofol,5.3248,163.0078,83.59,76,88,11.81,FM,1683474499
495,hotan,37.0997,79.9269,59.05,19,100,11.79,CN,1683474499
496,severo-yeniseyskiy,60.3725,93.0408,35.65,93,74,4.92,RU,1683474500
497,iskateley,67.6803,53.1512,23.97,88,96,13.38,RU,1683474500
498,mhamid,29.82,-5.72,97.83,8,0,6.06,MA,1683474500
499,etropole,42.8333,24.0,64.4,67,35,1.81,BG,1683474500
500,dwarka,22.2394,68.9678,81.93,77,0,12.86,IN,1683474501
501,motueka,-41.1333,173.0167,64.09,97,100,0.47,NZ,1683474501
502,lukolela,-1.0605,17.1821,77.0,82,100,3.78,CD,1683474501
503,floro,61.5996,5.0328,59.07,40,0,11.5,NO,1683474501
504,massaguet,12.4755,15.4365,104.99,6,70,5.99,TD,1683474501
505,nobres,-14.7203,-56.3275,89.69,49,12,4.61,BR,1683474502
506,sanctuary point,-35.1114,150.629,51.98,71,100,25.28,AU,1683474502
507,vadso,70.0744,29.7487,41.16,75,75,8.05,NO,1683474502
508,yeraliyev,43.2,51.65,65.46,51,99,5.39,KZ,1683474502
509,say,13.1007,2.3689,106.36,13,53,10.87,NE,1683474502
510,arkalyk,50.2486,66.9114,69.01,28,6,7.2,KZ,1683474503
511,port sudan,19.6175,37.2164,83.44,51,3,14.83,SD,1683474503
512,cidreira,-30.1811,-50.2056,77.32,77,78,3.62,BR,1683474503
513,quibala,-10.7337,14.98,73.04,73,100,1.61,AO,1683474503
514,selfoss,63.9331,-20.9971,53.04,81,100,9.31,IS,1683474503
515,boguchany,58.3814,97.4531,45.99,74,87,3.91,RU,1683474503
516,el hadjira,32.6134,5.5126,103.89,6,100,17.58,DZ,1683474504
517,palmas,-10.2128,-48.3603,91.27,40,20,13.8,BR,1683474504
518,kalifornsky,60.4183,-151.29,38.39,95,20,5.75,US,1683474504
519,taoudenni,22.6783,-3.9836,109.96,4,100,5.32,ML,1683474504
520,biao,7.1633,125.5211,82.22,84,75,3.44,PH,1683474504
521,severoural'sk,60.1533,59.952,36.32,59,37,11.48,RU,1683474505
522,phan rang-thap cham,11.5667,108.9833,81.19,85,97,5.64,VN,1683474505
523,sao jose da coroa grande,-8.8978,-35.1478,83.3,68,21,7.74,BR,1683474505
524,nabire,-3.3667,135.4833,77.38,91,100,3.27,ID,1683474219
525,shawnee,39.05,-95.7669,82.94,51,0,17.27,US,1683474505
526,isfana,39.8386,69.5306,48.76,71,99,5.44,KG,1683474506
527,kailua-kona,19.6406,-155.9956,73.36,93,0,5.75,US,1683474495
528,tazacorte,28.629,-17.9293,75.15,70,20,20.71,ES,1683474506
529,madimba,-10.4,40.3333,81.72,74,40,11.5,TZ,1683474506
530,sandnessjoen,66.0217,12.6316,48.42,57,75,18.41,NO,1683474506
531,puerto deseado,-47.7503,-65.8938,55.02,42,0,9.28,AR,1683474507
532,santa cruz,-17.8,-63.1667,73.45,73,75,13.8,BO,1683474507
533,nashville,36.1659,-86.7844,79.39,68,75,16.11,US,1683474396
534,hinna,10.3043,11.4991,105.12,13,37,5.1,NG,1683474507
535,santiago de cao,-7.9589,-79.2392,77.13,73,75,9.22,PE,1683474507
536,thunder bay,48.4001,-89.3168,46.38,93,100,10.36,CA,1683474507
537,nasice,45.4886,18.0878,78.55,72,95,6.53,HR,1683474508
538,huilong,31.8111,121.655,56.64,84,100,16.91,CN,1683474508
539,gornopravdinsk,60.05,69.9,64.44,43,66,9.86,RU,1683474508
540,kamiiso,41.8167,140.65,43.56,81,100,11.92,JP,1683474509
541,yondo,7.0062,-73.9097,86.49,70,75,2.3,CO,1683474509
542,celldomolk,47.2571,17.1503,69.89,68,90,9.75,HU,1683474509
543,branson,36.6437,-93.2185,82.36,53,0,7.0,US,1683474509
544,darwin,-12.4611,130.8418,82.38,54,100,10.36,AU,1683474427
545,waingapu,-9.6567,120.2641,79.39,83,47,12.48,ID,1683474510
546,nar'yan-mar,67.6713,53.087,24.06,88,96,13.47,RU,1683474510
547,nuuk,64.1835,-51.7216,36.21,87,75,4.61,GL,1683474510
548,saint-paul,-21.0096,55.2707,78.91,97,66,0.6,RE,1683474510
549,concordia,-31.393,-58.0209,66.27,77,75,8.05,AR,1683474511
550,zhumysker,49.3333,49.4,56.17,55,100,12.75,KZ,1683474511
551,dali,25.7,100.1833,59.99,49,0,5.37,CN,1683474511
552,forestdale,33.5701,-86.8964,79.29,76,40,5.75,US,1683474511
553,askoy,60.4092,5.226,59.95,38,0,6.91,NO,1683474511
554,fisterra,42.9049,-9.2629,70.02,68,67,5.84,ES,1683474512
555,vallenar,-28.5708,-70.7581,75.83,20,0,3.65,CL,1683474512
